"FieldType0","FieldLabel0","FieldOptions0","FieldOptionsScores0","FieldType1","FieldLabel1","FieldOptions1","FieldOptionsScores1","FieldType2","FieldLabel2","FieldOptions2","FieldOptionsScores2","FieldType3","FieldLabel3","FieldOptions3","FieldOptionsScores3","FieldType4","FieldLabel4","FieldOptions4","FieldOptionsScores4","FieldType5","FieldLabel5","FieldOptions5","FieldOptionsScores5","FieldType6","FieldLabel6","FieldOptions6","FieldOptionsScores6","FieldType7","FieldLabel7","FieldOptions7","FieldOptionsScores7","FieldType8","FieldLabel8","FieldOptions8","FieldOptionsScores8","FieldType9","FieldLabel9","FieldOptions9","FieldOptionsScores9","FieldType10","FieldLabel10","FieldOptions10","FieldOptionsScores10","FieldType11","FieldLabel11","FieldOptions11","FieldOptionsScores11","FieldType12","FieldLabel12","FieldOptions12","FieldOptionsScores12","FieldType13","FieldLabel13","FieldOptions13","FieldOptionsScores13","FieldType14","FieldLabel14","FieldOptions14","FieldOptionsScores14","FieldType15","FieldLabel15","FieldOptions15","FieldOptionsScores15","FieldType16","FieldLabel16","FieldOptions16","FieldOptionsScores16","FieldType17","FieldLabel17","FieldOptions17","FieldOptionsScores17","FieldType18","FieldLabel18","FieldOptions18","FieldOptionsScores18","FieldType19","FieldLabel19","FieldOptions19","FieldOptionsScores19","NumberFields","formInfo","formRef","formula","resultUnits","tagLine","title","sections"
"button","Sex","Male,Female","2,0","button","Duration of pain prior to presentation",">24 hours,6-24 hours,<6 hours","0,1,3","button","Nausea and vomiting","None,Nausea alone,Nausea and Vomiting","0,1,2","button","Haematuria on urine dipstick","Present,Absent","3,0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","4","STONESCOREinfo","Hernandez N, Song Y, Noble VE, Eisner BH$$Predicting ureteral stones in emergency department patients with flank pain: an external validation of the STONE score. World journal of urology. 2016 Oct;34:1443-6$$https://link.springer.com/article/10.1007/s00345-016-1760-3££Shiboski S, Wang RC, Rodriguez RM, Moghadassi M, Noble V, Bailitz J, Mallin M, Corbo J, Kang TL, Chu P$$External Validation of the STONE Score, a Clinical Prediction Rule for Ureteral Stone: An Observational Multi-institutional Study$$https://www.sciencedirect.com/science/article/pii/S0196064415012007££Schoenfeld EM, Poronsky KE, Elia TR, Budhram GR, Garb JL, Mader TJ$$Validity of STONE scores in younger patients presenting with suspected uncomplicated renal colic. The American Journal of Emergency Medicine. 2016 Feb 1;34(2):230-4$$https://www.sciencedirect.com/science/article/pii/S0735675715009225££Kim B, Kim K, Kim J, Jo YH, Lee JH, Hwang JE, Park J$$External validation of the STONE score and derivation of the modified STONE score. The American Journal of Emergency Medicine. 2016 Aug 1;34(8):1567-72$$https://www.sciencedirect.com/science/article/pii/S0735675716301942££Moore CL, Bomann S, Daniels B, Luty S, Molinaro A, Singh D, Gross CP$$Derivation and validation of a clinical prediction rule for uncomplicated ureteral stone‚Äö√Ñ√Æthe STONE score: retrospective and prospective observational cohort studies. Bmj. 2014 Mar 26;348$$https://www.bmj.com/content/348/bmj.g2191.short","nil","points","Predicts likelihood of ureteral stone in uncomplicated patients with flank pain. Modified as does not include Race","MODIFIED STONE SCORE","All,Renal"
"button","Do you snore loudly?","Yes,No","1,0","button","Do you often feel tired, fatigued or sleepy during the daytime?","Yes,No","1,0","button","Has anyone observed you stop breathing during sleep?","Yes,No","1,0","button","Hypertension","Yes,No","1,0","button","BMI","≤35,>35","0,1","button","Age","≤50,>50","0,1","button","Neck circumference (cm)","≤40,>40","0,1","button","Gender","Male,Female","1,0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","8","STOP-BANGinfo","Chung F, Yegneswaran B, Liao P, Chung SA, Vairavanathan S, Islam S, Khajehdehi A, Shapiro CM.$$STOP questionnaire: a tool to screen patients for obstructive sleep apnea. The Journal of the American Society of Anesthesiologists. 2008 May 1;108(5):812-21.$$https://pubs.asahq.org/anesthesiology/article-abstract/108/5/812/8377££Nagappa M, Liao P, Wong J, Auckley D, Ramachandran SK, Memtsoudis S, Mokhlesi B, Chung F.$$Validation of the STOP-Bang questionnaire as a screening tool for obstructive sleep apnea among different populations: a systematic review and meta-analysis. PloS one. 2015 Dec 14;10(12):e0143697.$$https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0143697","nil","points","Screens for obstructive sleep apnea","STOP-BANG","All,GP,Resp"
"numerical","Sodium","mmol/L","0","numerical","Urea","mmol/L","0","numerical","Glucose","mmol/L","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","3","SERUMOSMOLALITYinfo","Siervo M, Bunn D, Prado CM, Hooper L.$$Accuracy of prediction equations for serum osmolarity in frail older people with and without diabetes. The American journal of clinical nutrition. 2014 Sep 1;100(3):867-76.$$https://academic.oup.com/ajcn/article-abstract/100/3/867/4576508££Glasser L, Sternglanz PD, Combie J, Robinson A.$$Serum osmolality and its applicability to drug overdose. American journal of clinical pathology. 1973 Nov 1;60(5):695-9.$$https://academic.oup.com/ajcp/article-abstract/60/5/695/1770734££Rasouli M.$$Basic concepts and practical equations on osmolality: biochemical approach. Clinical biochemistry. 2016 Aug 1;49(12):936-41.$$https://www.sciencedirect.com/science/article/pii/S0009912016300972","$ *2) + ($$) + ($$)","mOsm/kg","Calculates the expected serum osmolality to allow comparison to measured osmolality","SERUM OSMOLALITY","All,CriticalCare,Endo,Renal"
"button","Concordant ST elevation > 1mm in leads with a positive QRS complex","Yes,No","5,0","button","Concordant ST depression > 1 mm in V1-V3","Yes,No","3,0","button","Excessively discordant ST elevation (or depression) in leads with a negative QRS","Yes,No","2,0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","3","SGARBOSSACRITERIAinfo","Sgarbossa EB, Pinski SL, Barbagelata A, Underwood DA, Gates KB, Topol EJ, Califf RM, Wagner GS$$Electrocardiographic diagnosis of evolving acute myocardial infarction in the presence of left bundle-branch block. New England Journal of Medicine. 1996 Feb 22;334(8):481-7$$https://www.nejm.org/doi/full/10.1056/nejm199602223340801££Smith SW, Dodd KW, Henry TD, Dvorak DM, Pearce LA$$Diagnosis of ST-elevation myocardial infarction in the presence of left bundle branch block with the ST-elevation to S-wave ratio in a modified Sgarbossa rule. Annals of emergency medicine. 2012 Dec 1;60(6):766-76$$https://www.sciencedirect.com/science/article/pii/S0196064412013686","nil","points","Criteria to diagnose acute MI in patients with prior LBBB.","SGARBOSSA CRITERIA","All,Cardio,Emergency,GP"
"button","Bowel movements per day","<4,4-5,≥6","1,2,3","button","Blood in stool","None or small amounts,Moderate,Grossly bloody","1,1.5,1.5","button","Temp ≥37.8°C","Yes,No","3,1","button","Pulse >90 bpm","Yes,No","3,1","button","Anaemia: Hb ≤105 g/L","Yes,No","3,1","button","ESR mm/hr",">30,≤30","3,1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","6","TRUELOVEWITTSinfo","Sc T, Lj W.$$Cortisone in ulcerative colitis; final report on a therapeutic trial. British medical journal. 1955 Oct 1;2(4947):1041-8.$$https://europepmc.org/articles/pmc1981500?pdf=render££Jain S, Kedia S, Bopanna S, Yadav DP, Goyal S, Sahni P, Pal S, Dash NR, Makharia G, Travis SP, Ahuja V.$$Are Truelove and Witts criteria for diagnosing acute severe colitis relevant for the Indian population? A prospective study. Intestinal Research. 2018 Jan;16(1):69.$$https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5797274/","TLW","%","Stratifies severity of Ulcerative Colitis","TRUELOVE WITTS","All,Gastro"
"button","Testicular swelling","Yes,No","2,0","button","Hard testicle","Yes,No","2,0","button","Absent cremasteric reflex","Yes,No","1,0","button","Nausea/vomiting","Yes,No","1,0","button","High riding testis","Yes,No","1,0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","5","TWISTinfo","Manohar CS, Gupta A, Keshavamurthy R, Shivalingaiah M, Sharanbasappa BR, Singh VK$$Evaluation of Testicular Workup for Ischemia and Suspected Torsion score in patients presenting with acute scrotum. Urology Annals. 2018 Jan 1;10(1):20-3$$https://journals.lww.com/urol/fulltext/2018/10010/evaluation_of_testicular_workup_for_ischemia_and.4.aspx££Pan P$$Validation of the testicular workup for ischemia and suspected torsion (TWIST) score in the diagnosis of testicular torsion in children with acute scrotum. Indian pediatrics. 2020 Oct;57:926-8$$https://link.springer.com/article/10.1007/s13312-020-1992-6££Barbosa JA, de Freitas PF, Carvalho SA, Coelho AQ, Yorioka MA, Pereira MW, Borges LL, Srougi M, Nahas WC, Arap MA$$Validation of the TWIST score for testicular torsion in adults. International urology and nephrology. 2021 Jan;53:7-11$$https://link.springer.com/article/10.1007/s11255-020-02618-4££Barbosa JA, Tiseo BC, Barayan GA, Rosman BM, Torricelli FC, Passerotti CC, Srougi M, Retik AB, Nguyen HT$$Development and initial validation of a scoring system to diagnose testicular torsion in children. The Journal of urology. 2013 May;189(5):1859-64$$https://www.auajournals.org/doi/abs/10.1016/j.juro.2012.10.056","nil","points","Testicular workup for ischaemia and suspected torsion: Diagnosis of testicular torsion / indication for ultrasound","TWIST","All,Emergency,Renal"
"numerical","Bilirubin","µmol/L","0","numerical","INR","ratio","0","numerical","Creatinine","µmol/L","0","numerical","Sodium","mmol/L","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","4","UKELDinfo","Barber K, Madden S, Allen J, Collett D, Neuberger J, Gimson A.$$Elective liver transplant list mortality: development of a United Kingdom end-stage liver disease score. Transplantation. 2011 Aug 27;92(4):469-76.$$https://journals.lww.com/transplantjournal/fulltext/2011/08270/Elective_Liver_Transplant_List_Mortality_.14.aspx££Barber K, Madden S, Allen J, Collett D, Neuberger J, Gimson A.$$Elective liver transplant list mortality: development of a United Kingdom end-stage liver disease score. Transplantation. 2011 Aug 27;92(4):469-76.$$https://journals.lww.com/transplantjournal/fulltext/2011/08270/Elective_Liver_Transplant_List_Mortality_.14.aspx","UKELD","points","Predicts mortality in end-stage liver disease patients for transplant planning (UK)","UKELD","All,Gastro"
"numerical","Urine Sodium","mmol/L","0","numerical","Urine Potassium","mmol/L","0","numerical","Urine Chloride","mmol/L","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","3","URINEANIONGAPinfo","Goldstein MB, Bear R, Richardson RM, Marsden PA, Halperin ML$$The urine anion gap: a clinically useful index of ammonium excretion. The American journal of the medical sciences. 1986 Oct 1;292(4):198-202$$https://www.sciencedirect.com/science/article/pii/S0002962915368865££Kim GH, Han JS, Kim YS, Joo KW, Kim S, Lee JS$$Evaluation of urine acidification by urine anion gap and urine osmolal gap in chronic metabolic acidosis. American journal of kidney diseases. 1996 Jan 1;27(1):42-7$$https://www.sciencedirect.com/science/article/pii/S0272638696900293","$+$$-$$)","mmol/L","Detects urine acidosis for evaluation of non-gap metabolic acidosis","URINE ANION GAP","All,CriticalCare,Endo,Renal"
"button","Abnormal initial ECG: ST elevation / ST depression >0.5mm / Q waves / LVH / LBBB / Paced rhythm","Yes,No","1,0","button","Positive Troponin at 2 hours","Yes,No","1,0","button","Prior ACS / Nitrate use","Yes,No","1,0","button","Reproduction of chest pain on chest palpation","Yes,No","1,0","button","Age ≥50 years","Yes,No","1,0","button","Pain radiating to neck / jaw / left arm","Yes,No","1,0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","6","VANCOUVERinfo","Cullen L, Greenslade JH, Than M, Brown AF, Hammett CJ, Lamanna A, Flaws DF, Chu K, Fowles LF, Parsonage WA$$The new Vancouver Chest Pain Rule using troponin as the only biomarker: an external validation study. The American journal of emergency medicine. 2014 Feb 1;32(2):129-34$$https://www.sciencedirect.com/science/article/pii/S073567571300692X££Scheuermeyer FX, Wong H, Yu E, Boychuk B, Innes G, Grafstein E, Gin K, Christenson J$$Development and validation of a prediction rule for early discharge of low-risk emergency department patients with potential ischemic chest pain. Canadian Journal of Emergency Medicine. 2014 Mar;16(2):106-19$$https://www.cambridge.org/core/journals/canadian-journal-of-emergency-medicine/article/development-and-validation-of-a-prediction-rule-for-early-discharge-of-lowrisk-emergency-department-patients-with-potential-ischemic-chest-pain/5971456B5FBEF93E8B1813C3E6CDF490","VANCOUVER","points","Identifies chest pain patients who are low risk and safe to discharge","VANCOUVER CHEST PAIN","All,Cardio,Emergency,GP"
"button","Active cancer / ≤6 months","Yes,No","1,0","button","Bedridden recently >3 days or major surgery within 12 weeks","Yes,No","1,0","button","Calf swelling >3 cm compared to the other leg","Yes,No","1,0","button","Collateral (non-varicose) superficial veins present","Yes,No","1,0","button","Entire leg swollen","Yes,No","1,0","button","Localised tenderness along the deep venous system","Yes,No","1,0","button","Pitting edema, confined to symptomatic leg","Yes,No","1,0","button","Paralysis, paresis, or recent plaster immobilization of the lower extremity","Yes,No","1,0","button","Previously documented DVT","Yes,No","1,0","button","Alternative diagnosis to DVT likely","Yes,No","-2,0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","10","WELLSDVTinfo","Wells P, Hirsh J, Anderson D, Lensing AA, Foster G, Kearon C, Weitz J, D'Ovidio R, Cogo A, Prandoni P, Girolami A.$$Accuracy of clinical assessment of deep-vein thrombosis. The Lancet. 1995 May 27;345(8961):1326-30.$$https://www.sciencedirect.com/science/article/pii/S014067369592535X££Wells PS, Anderson DR, Bormanis J, Guy F, Mitchell M, Gray L, Clement C, Robinson KS, Lewandowski B.$$Value of assessment of pretest probability of deep-vein thrombosis in clinical management. The Lancet. 1997 Dec 20;350(9094):1795-8.$$https://www.sciencedirect.com/science/article/pii/S0140673697081403££Wells PS, Anderson DR, Rodger M, Forgie M, Kearon C, Dreyer J, Kovacs G, Mitchell M, Lewandowski B, Kovacs MJ.$$Evaluation of D-dimer in the diagnosis of suspected deep-vein thrombosis. New England Journal of Medicine. 2003 Sep 25;349(13):1227-35.$$https://www.nejm.org/doi/full/10.1056/NEJMoa023153££Scarvelis D, Wells PS.$$Diagnosis and treatment of deep-vein thrombosis. Cmaj. 2006 Oct 24;175(9):1087-92.$$https://www.cmaj.ca/content/175/9/1087.short","nil","points","Calculates risk of DVT based on clinical criteria","WELLS DVT","All,Emergency,GP,Haem,MSK"
